review,sentiment
 Karena FIFA pun tak lepas dari unsur politik kalau kita benar benar cermati. Ada hikmah yang bisa di ambil untuk PSSI agar timnas bisa ke piala dunia dengan lolos kualifikasi bukan hanya dari tuan rumah,positive
 Mungkin mksdnya Koh Ahok...,positive
Luar biasa ! Reformasi Birokrasi Jawa Tengah dibawah kepemimpinan Ganjar Pranowo,positive
Klo aku lbh setuju ga ada multipartai..selain habisin APBN juga terlalu bnyk kepentingan yg ikut di pemerintahan terpilih,positive
Yakin sdh tegak lurus pada konstitusi? Yakin disemua hal?,positive
Bukan soal agama? Sama ratakan lah sikap lu pd ke rusia,negative
Maaf masa anda sudah selesai jangan berharap banyak kami sudah sangat kecewa dengan anda pak,positive
Ayoooo .... Saling respect,positive
sudah membunuh karakternya dgn statementnya sendiri,positive
Bebas Sob Lu mau pilih siapa Ini Negara Demokrasi .. Kalau Gua mah Tegak Lurus ke Jokowi ke mana arah telunjuknya aja,positive
Gak usah terlalu di bawa ke mana mana analisisnya belum tentu  benar. ingat ini tidak lepas dari politik Terlepas dari ada yang kecewa dan tidak Terus terang yang masih gentle hanya ganjar yang berani ambil sikap dan resiko Coba tengok yang lain mereka hanya cari aman,positive
"Maaf ... Gak sadar lagi ""Mode On"". Harap Mahklum",positive
Klo korupsi di negara manapun ada  Mbak. Bedanya di Indonesia ini gilaan ini yg harus ditekan. Ga kalah penting mindset masyarakatnya yg  mesti diajak melihat tantangan jauh ke depan.,negative
Klo itu bandit nya.... Ikut demo kagak tp cari celah kesalahan aparat trus di jual ke luar negri... Kadrone yg berdarah mrk yg dapat Cuan... . Benalu mamam benalu  ,negative
Semua pendukung Ganjar Pranowo selalu turun langsung ke masyarakat dengan aksi nyata. ,positive
 kan cuma hub dagang dg Israel jg iya ada hub dagang   Tapi ingat bukan G to G,negative
Kenapa ya tiap ada kejahatan di jalan komen kontol kek gini selalu ada ya,negative
salah satu nilainya seorang pemimpin adalah memiliki prinsip diri,positive
Mungkin krn itu tk ada menteri yg brkomentar mndukung event ini kec pak ET. Mungkin udh pd paham klo terlaksana,positive
Madehep manteb buat lu ama partai lu aja,negative
Korupsi muluk sek negara kt inih Gimana mau maju,negative
Tapi politikus yg nggak loyal dgn pimpinan.,negative
Mending ngaku jantan suka nntn bokep tapi santun kelakuan ga cabul. Daripada ngga jantan ngaku ga suka bokep tapi binik orang dipeluk hangat mesra. Mau bukti? Empuk empuk hangatt,negative
Negara kita blm apa2 di mata dunia..klo mau punya pengaruh dimata dunia. Kuatin sektor ekonomi,negative
Kalau yang bersikap itu saat sebelum anda menandatangani Host Country Commitment dan Kesepakatan Kepala Daerah Tempat Penyelenggara FIFA U24 akan diselenggarakan dgn Pemerintah Pusat. Kalau saat detik2 terakhir melanggar komitmen tersebut itu namanya pengkhianat Jar.,positive
Ganjar ngomong penjajahan Palestina,positive
Siapapun yg ditunjuk pak jokowi ,positive
Logikanya gini.... Kadrun itu kan tetep membela junjungan nya walaupun sudah jelas-jelas salah. Nah dalam hal ini,negative
Jadi situ justeru bersikap sbg orang yg tidak punya komitmen akan apa yg telah anda sepakati. Itu refleksi siapa diri anda,positive
koyok e emang sepak bola lebih penting dari agama,negative
Saya bersama Jokowi. Gak ngikut partai nya,positive
Namanya juga sdh fanatik ya susah,positive
 Situ kan sdh mnndatangani ksepakatan dgn Pusat trkait ksediaan,positive
Besar pengeluaran negara hanya buat pengamanan kadrone demo,positive
Pasti Presiden punya pertimbangan Olahraga dan Politik itu ga bisa disatukan,positive
jadi perkiraan lu bakalan milih capres apa nanti?,positive
mungkin tugiman perlu minum tolak angin nder,negative
bnyak yg menghujat njenengan karna menolak kehadiran israel di pildun,negative
UUD 45 hanya berlaku untuk membela palestina. ,positive
Mengerikan ya melihat pendukung jokowi tiba2 berbalik arah memusuhi PDI_Perjuangan ganjar pranowo . Gak perlu counter attack dgn logika. Pake sj hati nurani,negative
Mari kita semua cintai produk dalam Negeri,positive
Mak Ganjar Lampung ngabuburit bersama para Mak sambil berlatih tari dan Hadroh,positive
Mari kita semua cintai produk dalam Negeri,positive
"Mereka anri kritik.. Benar...mereka yg ""ngadrun""",negative
Pasti ditolak semua Masalahnya sekarang cuma Israel yg lolos piala dunia Jadi Israel yg ditolak  Bukan beda2in,negative
Kadrun tepuk tangan  Begitu bendera Israel masuk lapangan dan  lagu dinyanyikan   Auto turunkan Jokowi berkumandang  diluar stadion   Mulaik Ada yg melempar Ada yg membakar,negative
baru kali ini Pak Jokowi membuat pernyataan yg teramat kecewa.... tp tetap beliau tidak menyalahkan salah satu pihak,negative
kok gak ada ya... kan dia ketum juga,negative
Kita terlalu berlebihan,positive
Kemarin pildun U20 seirama sama Genk Sapi sih...  Dan gak punya pendirian yg kuat seperti pak jokowi disuruh terjun sama ParTai manut2 saja,negative
Jika tiap daerah punya pimpinan Seperti  ganjar pranowo  Amanlah bagi semua umat  Untuk beribadah ,positive
Nah jelas banget  Pak Ganjar dah sesuai konstitusi,positive
Tegak lurus... Takan goyah sedikitpun pilihan tetap ganjar pranowo,positive
yg suka ganjar silakan dukung ganjar,positive
Tetap Bersama TEMAN GANJAR PRANOWO...  Terima kasih buat si mas yg mau berjualan sehingga aku yg tdk berpuasa bisa sarapan hari ini,positive
Sepakbola harus menjadi ajang yang aman dan damai bagi semua orang,positive
Takan goyah sedikitpun soal pilihan... Tetap ganjar pranowo,positive
Pak Kau Akan kalah telak di Indonesia timur,negative
Jaman sekarang,positive
Bukan perintah megawati tp perintah yang mulia nenekanda kanjeng ratu megawati,negative
Kalau sudah jadi pemimpin harusnya bukan tegak lurus partai,positive
 Semangat untuk Indonesia yang lebih baik Prabowo puan 2024 Indonesia lebih maju ,positive
Kan negara punya mereka aja ...kita numpang aja .,negative
Sepertinya titah kanjeng ratu...  Seperti ucapan rekan separtai dia di DPR,negative
Apa masih berguna orang ini? ,positive
 Bukan pemimpin Sempurna tp Pemimpin Terbaik dr Calon yg ada.. Tapi tetap tidak coblos partai..,positive
Mencari Kambing Putihnya ya,positive
Pak Mohon Surat Agrement bisa di share ( biar nitizen tahu siapa2 yang tanda tangan setuju sebelumnya tiba menolak pas detik terakhir) Sedih sekali ternyata teman sendiri ikutan menusuk dari belakang. ,positive
Kebanyakan pencitraan sih pak ternyata nyalinya cuma segitu doang gmn jd presiden kalau keputusan yg berat aj ga berani hadapi resiko,positive
Jika ekstrimisme dari Jawa Tengah saja ditendang sama Ganjar,negative
Wkwk baca lagi deh ideologi politik luar negeri kita deh sebelum nerocozzz,positive
 Indonesia aman terkendali koq. Aparat kita  ya cuma orang cari muka dan tidak punya malu yang ngotot dengan analisis kampungan yang belain pengkhianat negara,positive
setuju mas Wali  jgn gegabah juga ajukan di wilayah yg blm dikenalinya dg baik jgn malah menjerumuskan pd medan pertempuran yg dia sendiri tdk hapal bgmn kondisinya,positive
"Pengetahuan lama. ""Penjajahan diatas dunia harus dihapuskan"". Pengetahuan baru ""mengakui kemerdekaan Palestina konsekuensinya mengakui Israel negara merdeka juga"".",positive
Manager: Ganjar Pranowo Assisten Pelatih: Wayan Koster,positive
kita akan melihat seorang pemimpin yg bertanggung jwb dy statement nya ..  semangat pak,positive
"Sudah tau punya kekurangan banyak terus mau diusung buat nyapres...?!! kau pikir ini negara pakai coba dengan orang yg punya banyak kekurangan kah...?!! Coba tololnya kau itu di kubur dulu... ,""",negative
Hmmm..  Berarti pildun u20 gagal karna radikalisme.. Hmmm menarik,negative
Dibali bisa aja aman daerah lain misalnya  suporter Israel atau Palestine bisa aman??,negative
Ingin sekali aku memaki,negative
Bener om..... Klau Pak GP mau mengakui keblunderannya dan minta maaf ke public,negative
Presiden itu pemimpin bangsa,positive
Tetap Prabowo puan untuk maju menuju pilpres 2024 nanti,positive
1 suara demi mencegah erick thohir melambung tinggi ckup jokowi org non partai yg membuat partai tak berkutik,negative
Panjang umur kebaikan panjenengan,positive
Sempat Kesal Gibran Minta Maaf ke Pak Ganjar Pranowo.  Termasuk Saya. Sempat Kecewa ,negative
" ""SIAPA yg mengutuk Israel akan dikutuk, SIAPA yg memberkati Israel akan diberkati..   Terbukti, Indonesia yg terpilih sbg tuan rumah Piala Dunia U20 thn 2023 sdh dicabut statusnya sbg tuan rumah,dikucilkan dunia dan selanjutnya kau Ganjar",negative
Owh iya anak mami,negative
Singkirkan benalu politik ,negative
Loh yg tau apa soal uud 45,negative
"""Segitu kuatkah Ganjar Pranowo pd FIFA ?""  Kemarin itu pertanyaan saya. Ternyata itu dimungkinkan o/ bang Adian. Wedeew.. baru Gub sdh bisa punya power ke dunia.",negative
Saya tetap pilih ganjarpranowo,positive
Nasehat yang luar biasa,positive
Bagi saya Israel dtg apa gk tdk jd masalah. Tp Bagaimana dg kadrone? Potensi kadrone yg pasti akan bertindak barbar itu pasti Karena pasti mrk menuntut pelanggaran kontitusi karena negara mengijinkan Israel bertanding disini Klo Tiap hari mrk demo pasti aparat repot jg ,positive
.. Tetep Ganjar yang terbaik,positive
 Kok  santai nya pak ganjarpranowo,positive
Pemerintah resmi sudah kalah oleh kadrun resmi,negative
 Tuhan itu kalau mau membuka keburukan seseorang itu MUDAH.,positive
sama anak-anak ABG maen bola aja takut!,negative
Sinyal Ganjar Pranowo Mulai Ditinggalkan Jokowi,positive
Pak Ganjar pranowo kena Jebakan batman,negative
Yg bilang dia nabi siapa? Tp sbgi calon pemimpin nasional dia sdh cacat toleransi dan terkesan rasis. Minimal tdk cerdas memilah isu. Yg saya tangkap GP mencoba berselingkuh dgn kelompok intoleran demi simpati mereka di 2024. Utk 2024 nunggu arah pa Jokowi ajalah.,negative
 Hehehe.  Sekarang saja ketua partai pada ngumpul ke Jokowi,negative
anda pasang kata Raden apa tidak malu dengan menulis kalimat tanpa menggunakan tata bahasa yang jelas. Yang begini ngaku tidak minta sogokan harta dan selangkangan. Preeet MUNAFIK,negative
Loh loh melarikan diri ke Palestine?,negative
Bentar lagi ada atlet renang Israel datang ke Bali ... sdh ada dhawuh nolak apa blom pak?,negative
Pencitraan.... Sebenarnya MUNAFIK,negative
Semoga semakin lebih baik lagi jika saja bpk Prabowo terpilih di Pilpres 2024 nanti.,positive
Kita kAn mau selamatkan NKRI,positive
Setuju mas Ganjar,positive
pak piala dunia kapan lagi pak di indonesia....kasian mimpi pemuda indonesia,negative
 Tapi kita pendukungnya jadi bingung min... rasis apa nggak sih ?,negative
Jawaban adnian di tv pun tdk setajam se objektif yg pernah ada,negative
Kredibilitas ybs hancur krn mencederai kesepakatan tertulis dgn FIFA. Menyebabkan hilangnya kepercayaan internasional pd Indonesia. Tidak rasional menggunakan forum olahraga utk kepentingan politik.,negative
 Kita setuju menyalahkan I Wayan Koster dengan Ganjar Pranowo Ingat bahasa Presiden.  Kota yang di tunjuk dalam penyelenggaraan U20 sudah membuat perjanjian yang ditanda tangani.  Pertanyaan.. mana komitmennya????,positive
 mimpi timnas gimana pak,negative
Partai mu mengubur mimpi mu,negative
pak gimana mimpi pemuda indonesia tentang piala dunia,negative
Ngimpi,negative
seorang preman bisa menekan Presiden ?..PDI_Perjuangan kl buat dongeng yg benar . Jangan semua mau cuci tangan seperti Pontius pilatus .,negative
Dan Para Gubernur Serta org yg TIDAK MEMEGANG KOMITMEN... Kalo Rugi cuma Mereka nga apa apa.. tapi Ruginya INDONESIA.,negative
Secara verbal pak prabowo blm menyampaikan pernyataan politik,positive
Tanggung jawab,positive
TIDAK COCOK Pimpin Indonesia... ,negative
Jadilah orang baik,positive
LHA MASA GANJAR ?  EMANG DIA NGAPAINCUMA NGASIH STETMEN KOK APA SALAH?  WKWKW. BUKAN TERTULIS JUGA. WKKW HATI BENCI BANGET YA SAMA GANJAR WKWK,negative
NARASINYA COBA DI UBAH MENJADI dIZOLIMI.....,negative
Beliau tidak berani ambil resiko seperti PAKDE JOKOWIDODO,negative
Sebenarnya pengen nonton acaranya najwa ini. Tapi lihat si pengkhianat ganjar pranowo iki jadi males.,negative
Ketika yg Muda msh Waras d banding yg Tua Ubanan,negative
Dengan santun sy bilang awas ada Brutus,negative
dpt nggaknya dia tiket jd capres tergantung dari jokowi masih mau endorse dia nggak? Mengingat mayoritas pendukung Jokowi adalah pendukung Ganjar. Kedua  apakah PDI_Perjuangan mencapreskan dia nggak? Atau ada jln tengah antara PDIP dan Jokowi?,negative
Tinggal di inget aj mbak orangnya. .nyinyirny sesuai nggak . .skrang nyinyir  menarik dukungan coba nanti gimana klnjutanya. .,negative
jelas kurang ajar koq mbok abot to kaaass kass. Iki MAKAR Kas!! HARUS DITUNTUT DAN DIPENJARAKAN. Siapapun yang terlibat dalam konspirasi syahwat politik ini. Aku pendukung berat ganjar,negative
tidak berani bilang masalah sebenarnya ya ini.. Kalau versi Bambang Pacul..,negative
Yang nyapresin ganjar siapa? Partai mana?,negative
cari aman makanya disuruh nenek ikut nolak timnas israel kl gak dituruti nanti nenek gak mau ngajuin nyapres nanti,negative
wakakak sekarang jualan palestina padahal hobi bokep,negative
anda menghancurkan apa yg telah dibangun sekian lama hanya karena bacotmu yg tidak berhikmat. Setiap kali ingat Piala Dunia U-20 kami akan teringat anda dan wayan koster,negative
Kalo parameternya ini. Banyak contoh sambutan baik delegasi parlementer (IPU),positive
Awas ada Brutus ,negative
timnas u20 di bubarin.. kira kira apa tanggapanmu lur,negative
terus merenung... ucapan bp... kemungkinan besar membuat bp. Jokowi malu termasuk sebagian rakyat Indonesia... pengalaman pahit... mudah mudahan jadi obat.,positive
UUD 45 ternyata lebih memgutamakan bangsa lain ketimbang bangsa sendiri....,negative
Palestina yg diujung bumi di bela  atas nama kemanusiaan,positive
gara gara dia timnas u 20 di bubarin wkwkwkwkwkwkwk,negative
kami sudah memaafkan anda.  Setidaknya anda sudah menunjukkan siapa anda sebenarnya sehingga kami bisa lebih bijak dalam memilih nanti. (Itupun kalau anda jadi capres 2024. Saya pesimis. Seandainya tidak jadi,positive
Lu kenapa bego? Emang gua salah? Anjing,negative
Nyatanya memang cari aman kok ,positive
Sikap pantang mundur tapi menciderai sepak bola Indonesia,positive
sedang menunjukan wajah aslinya kah? Mungkin prabowo bisa jadi pilihan logis untuk 2024 nanti ketimbang ganjar pranowo kah?,negative
Terlalu banyak drama politik di Indonesia ini,negative
alhamdulillah bikin Blunder fatal,negative
Lbh baik  gw 2024 GOLPUT...sjk kasus FIFA..sdh tdk lg yg bs jd panutan..,negative
 Lah yg selalu pakai ava bendera palestina bukannya kadrun ,negative
Semua masih bergantung apakah jokowi masih mau mendukung ganjar pranowo  sebagai capres dan apakah pak Jokowi juga masih mendukung PDI_Perjuangan,positive
bermain kata Mau cuci ketumnya seolah baik Mana berani kader PDI-P bersikap tanpa restu Ketum,negative
Sekali ini saya tidak sependapat dengan bung adian meskipun itu tugas dari partai anda... Cobalah berdiri lalu memandang masalah dari tempat yang sejuk dan tenang niscaya sikap anda akan berubah,positive
pas ganjar sdh jadi kadrun malah dukung ganjar.ini mah bukan lagi jilat ludah sendiri.tapi sdh menjilat taik sendiri.iya gak cebong,negative
Wajar ada reaksi,positive
"Ganjar Bakalan ""Game Over"" ....",negative
Masih ada prabowo  Klau dpt restu jokowi shi  Ketar ketir ganjar,negative
Setidaknya dia tdk berkhianat pada konstitusi yg dibuat pemerintah Jokowi,positive
Tambah kecil peluang GP..berita terbaru.. Megawati -SP lagi mau buat koalisi imbangin koalisi Pak Jokowi ini. Bisa jadi cln seberang Anis-Puan... GP tinggal kenangan,negative
minta maaf kita pilih Ganjar,positive
Sabar pak,positive
Merasa sdh punya pendukung banyak lalu mencoba mencari dukungan dari para kadrun .  Oeeee kadrun sdh pasti anis,negative
Sudah begitu menteri agamapun kemarin masih mau ngeles bahwa penutupan patung bunda Maria dgn terpal di Rumah Doa kemaren adalah alasan #prosedur#...lalu IMB untuk sekian ribu Mesjid ini bukankah itu juga prosedur...Mayoritas kok menikmati penindasan...Malu.,negative
 Udah DM masih nunggu antrian bismillah semoga kebagian,positive
terakhir rekam jejak yg kelam dari kompetitornya misalkan ada  harus bisa beliau manfaatkan sebaik mungkin.,negative
 Dukungan kita sebagai warga masyarakat sangat membantu beliau melewati hari-hari yg berat dalam masa jabatannya. Partai dan tenan-teman yg kita pikirkan setia ada dibelakangnya,positive
Tidk ada pilihan lain selain ganjar pranowo Yg dapat musnakan pengikut Khilafa,positive
2 hal yg buat beliau menang. Kalau jokowi gagal antisipasi dampak resesi global akibat dari gejolak ekonomi USA kedua anies baswedan harus bisa menangkan suara kaum Muslimin minimal 60%. Karena ceruk pendukung ganjarpranowo banyak yg lari ke prabowo,positive
Kalo kayak gini lebih baik di indonesia kagak ada turnamen bola.. SDM kita masih jauh dibawah rata Terlalu TOLOL Pantesan ganjar pranowo tegas menolak Pildun U20  Beliau paling tau rakyat jawa tengah sifatnya seperti apa,negative
Ngak sudiii milihhh dia pun sudah habis riwayatmu kiniiii sembahlahhh kadrun,negative
Tetap Anis yg gua pilih..gk peduli bodo amat terserah gua.,negative
Sudah tidak diragukan lagi. Ganjar penjaga keamanan Negeri.,positive
Mengikuti arus besar kemana arahnya,positive
Sepakat.,positive
 Gada Israel dan Palestina nya,negative
Terhalang oleh org yg hrsnya no.1 mndukungnya tp malah jd pngkhianat,negative
Radikal = yg selalu mengkritik penguasa,negative
Yg bacotnya fatal,negative
berpikir positif saja pernyataan GP yg kontroversial blm tentu salah.. Bayangkan klo ke XI Israel digerudug HTI..FPI..212 (yg kenyataan msh eksis) dg jml lbh dari 2000 orang sangat mungkin aparat jg kewalahan,positive
